ProjectId,LifeCycleMonths,Capex item,Scenario,Value basis,Base year,Applicant comment,ExpenseType,Year,Cost
CL-001,36,Installation,PP,Real,2025,Gate,capex,2036,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2036,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2036,0.0
CL-001,36,Other,PP,Real,2025,,capex,2036,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2037,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2037,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2037,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2037,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2037,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2037,0.0
CL-001,36,Other,PP,Real,2025,,capex,2037,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2038,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2038,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2038,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2038,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2038,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2038,0.0
CL-001,36,Other,PP,Real,2025,,capex,2038,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2039,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2039,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2039,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2039,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2039,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2039,0.0
CL-001,36,Other,PP,Real,2025,,capex,2039,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2040,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2040,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2040,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2040,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2040,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2040,0.0
CL-001,36,Other,PP,Real,2025,,capex,2040,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2041,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2041,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2041,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2041,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2041,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2041,0.0
CL-001,36,Other,PP,Real,2025,,capex,2041,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2042,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2042,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2042,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2042,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2042,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2042,0.0
CL-001,36,Other,PP,Real,2025,,capex,2042,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2043,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2043,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2043,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2043,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2043,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2043,0.0
CL-001,36,Other,PP,Real,2025,,capex,2043,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2044,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2044,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2044,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2044,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2044,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2044,0.0
CL-001,36,Other,PP,Real,2025,,capex,2044,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2045,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2045,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2045,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2045,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2045,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2045,0.0
CL-001,36,Other,PP,Real,2025,,capex,2045,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2046,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2046,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2046,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2046,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2046,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2046,0.0
CL-001,36,Other,PP,Real,2025,,capex,2046,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2047,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2047,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2047,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2047,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2047,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2047,0.0
CL-001,36,Other,PP,Real,2025,,capex,2047,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2048,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2048,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2048,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2048,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2048,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2048,0.0
CL-001,36,Other,PP,Real,2025,,capex,2048,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2049,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2049,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2049,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2049,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2049,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2049,0.0
CL-001,36,Other,PP,Real,2025,,capex,2049,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2050,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2050,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2050,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2050,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2050,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2050,0.0
CL-001,36,Other,PP,Real,2025,,capex,2050,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2051,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2051,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2051,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2051,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2051,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2051,0.0
CL-001,36,Other,PP,Real,2025,,capex,2051,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2052,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2052,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2052,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2052,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2052,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2052,0.0
CL-001,36,Other,PP,Real,2025,,capex,2052,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2053,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2053,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2053,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2053,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2053,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2053,0.0
CL-001,36,Other,PP,Real,2025,,capex,2053,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2054,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2054,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2054,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2054,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2054,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2054,0.0
CL-001,36,Other,PP,Real,2025,,capex,2054,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2055,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2055,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2055,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2055,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2055,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2055,0.0
CL-001,36,Other,PP,Real,2025,,capex,2055,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2056,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2056,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2056,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2056,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2056,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2056,0.0
CL-001,36,Other,PP,Real,2025,,capex,2056,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2057,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2057,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2057,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2057,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2057,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2057,0.0
CL-001,36,Other,PP,Real,2025,,capex,2057,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2058,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2058,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2058,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2058,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2058,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2058,0.0
CL-001,36,Other,PP,Real,2025,,capex,2058,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2059,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2059,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2059,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2059,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2059,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2059,0.0
CL-001,36,Other,PP,Real,2025,,capex,2059,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2060,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2060,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2060,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2060,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2060,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2060,0.0
CL-001,36,Other,PP,Real,2025,,capex,2060,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2061,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2061,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2061,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2061,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2061,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2061,0.0
CL-001,36,Other,PP,Real,2025,,capex,2061,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2062,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2062,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2062,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2062,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2062,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2062,0.0
CL-001,36,Other,PP,Real,2025,,capex,2062,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2063,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2063,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2063,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2063,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2063,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2063,0.0
CL-001,36,Other,PP,Real,2025,,capex,2063,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2064,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2064,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2064,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2064,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2064,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2064,0.0
CL-001,36,Other,PP,Real,2025,,capex,2064,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2065,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2065,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2065,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2065,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2065,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2065,0.0
CL-001,36,Other,PP,Real,2025,,capex,2065,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2066,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2066,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2066,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2066,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2066,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2066,0.0
CL-001,36,Other,PP,Real,2025,,capex,2066,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2067,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2067,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2067,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2067,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2067,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2067,0.0
CL-001,36,Other,PP,Real,2025,,capex,2067,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2068,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2068,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2068,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2068,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2068,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2068,0.0
CL-001,36,Other,PP,Real,2025,,capex,2068,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2069,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2069,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2069,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2069,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2069,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2069,0.0
CL-001,36,Other,PP,Real,2025,,capex,2069,0.0
CL-001,36,Equipment purchase,PP,Real,2025,EV,capex,2070,0.0
CL-001,36,Civil works,PP,Real,2025,Drive,capex,2070,0.0
CL-001,36,Electrical works,PP,Real,2025,Wiring,capex,2070,0.0
CL-001,36,Installation,PP,Real,2025,Gate,capex,2070,0.0
CL-001,36,Indirect costs,PP,Real,2025,,capex,2070,0.0
CL-001,36,Project management,PP,Real,2025,,capex,2070,0.0
CL-001,36,Other,PP,Real,2025,,capex,2070,0.0
